"","x","y","weights"
"1",-0.626453810742332,3.62301904307051,1
"2",0.183643324222082,5.37570982307301,2
"3",-0.835628612410047,3.14655844546942,3
"4",1.59528080213779,8.2221673587564,4
"5",0.329507771815361,5.52809861484696,5
"6",-0.820468384118015,3.7125206856385,6
"7",0.487429052428485,6.11819960006041,7
"8",0.738324705129217,6.65868425615748,8
"9",0.575781351653492,6.22839977487225,9
"10",-0.305388387156356,4.72565844179117,10
"11",1.51178116845085,7.8964150461119,11
"12",0.389843236411431,5.68735752675075,12
"13",-0.621240580541804,4.04397528662473,13
"14",-2.2146998871775,0.440460954982927,14
"15",1.12493091814311,7.20838568756582,15
"16",-0.0449336090152309,4.83157119608114,16
"17",-0.0161902630989461,4.90362090009241,17
"18",0.943836210685299,6.83184976077529,18
"19",0.821221195098089,6.74128005644974,19
"20",0.593901321217509,6.1523365459811,20
"21",0.918977371608218,6.73676325079358,21
"22",0.782136300731067,6.83288036649622,22
"23",0.0745649833651906,5.10621408502101,23
"24",-1.98935169586337,0.985385302264577,24
"25",0.61982574789471,6.21961334754671,25
"26",-0.0561287395290008,5.03027578235228,26
"27",-0.155795506705329,4.67369610576408,27
"28",-1.47075238389927,2.05096839790804,28
"29",-0.47815005510862,3.90736779403163,29
"30",0.417941560199702,5.77102906595014,30
"31",1.35867955152904,7.72939119114499,31
"32",-0.102787727342996,4.67664564806208,32
"33",0.387671611559369,5.88164246164525,33
"34",-0.0538050405829051,4.58871110247683,34
"35",-1.37705955682861,2.30719245850074,35
"36",-0.41499456329968,3.86272090869312,36
"37",-0.394289953710349,4.15122486721198,37
"38",-0.0593133967111857,4.77571722568863,38
"39",1.10002537198388,7.06963178783157,39
"40",0.763175748457544,6.51497214134561,40
"41",-0.164523596253587,4.28808092235682,41
"42",-0.253361680136508,4.7285933021307,42
"43",0.696963375404737,6.06093226356707,43
"44",0.556663198673657,6.02062031705284,44
"45",-0.68875569454952,3.39930458989239,45
"46",-0.70749515696212,3.43484588583707,46
"47",0.36458196213683,6.14659723339933,47
"48",0.768532924515416,6.54054497296948,48
"49",-0.112346212150228,4.51804746961268,49
"50",0.881107726454215,6.43409434602471,50
"51",0.398105880367068,5.88624918098867,51
"52",-0.612026393250771,3.77223524695553,52
"53",0.341119691424425,5.61862570794008,53
"54",-1.12936309608079,2.55540137834767,54
"55",1.43302370170104,7.56855534137378,55
"56",1.98039989850586,8.74576133768858,56
"57",-0.367221476466509,4.46556280780976,57
"58",-1.04413462631653,2.78747740840757,58
"59",0.569719627442413,5.86255388540793,59
"60",-0.135054603880824,5.10374891672307,60
"61",2.40161776050478,9.88825559648404,61
"62",-0.0392400027331692,4.87379057435106,62
"63",0.689739362450777,6.59117533464336,63
"64",0.0280021587806661,5.23328884783632,64
"65",-0.743273208882405,3.38960497258896,65
"66",0.188792299514343,5.81880509193678,66
"67",-1.80495862889104,1.33907733618972,67
"68",1.46555486156289,7.64621079308321,68
"69",0.153253338211898,5.27762675603295,69
"70",2.17261167036215,9.38673100857078,70
"71",0.475509528899663,6.4126147376112,71
"72",-0.709946430921815,3.60126761173511,72
"73",0.610726353489055,6.31285246806279,73
"74",-0.934097631644252,3.11637414964019,74
"75",-1.2536334002391,2.42593303104849,75
"76",0.291446235517463,5.57594726537267,76
"77",-0.443291873218433,4.27094417468917,77
"78",0.00110535163162413,5.41725970499371,78
"79",0.0743413241516641,5.35416113605608,79
"80",-0.589520946188072,4.0625397873012,80
"81",-0.568668732818502,3.61639785005139,81
"82",-0.135178615123832,4.92642188376301,82
"83",1.1780869965732,7.40015895387854,83
"84",-1.52356680042976,1.65941639332203,84
"85",0.593946187628422,6.29209692378647,85
"86",0.332950371213518,5.63414982148383,86
"87",1.06309983727636,7.41911713694669,87
"88",-0.304183923634301,4.23841575281047,88
"89",0.370018809916288,5.65399526904687,89
"90",0.267098790772231,5.34897568206897,90
"91",-0.54252003099165,3.87953914572939,91
"92",1.20786780598317,7.49613796786361,92
"93",1.16040261569495,7.17445559676598,93
"94",0.700213649514998,6.56650193262633,94
"95",1.58683345454085,7.9320503518208,95
"96",0.558486425565304,5.90737596856906,96
"97",-1.27659220845804,2.73504712445278,97
"98",-0.573265414236886,3.6502996784653,98
"99",-1.22461261489836,2.63316971266679,99
"100",-0.473400636439312,3.97698351689959,100
